id,cut,color,clarity,x,y,z,price
23720,Good,I,SI1,5.01,5.06,3.3,6.828
23721,Premium,E,SI1,6.54,6.47,3.98,8.682
23722,Ideal,D,VS2,5.22,5.25,3.2,7.545
23723,Very Good,H,VS2,5.05,5.08,3.13,6.979
23724,Ideal,D,SI2,4.53,4.54,2.83,6.258
23725,Premium,G,VS2,5.39,5.32,3.27,7.359
23726,Ideal,G,SI2,6.54,6.6,4.06,8.479
23727,Good,H,SI1,6.61,6.66,4.26,8.578
23728,Ideal,E,VS1,4.42,4.39,2.72,6.879
23729,Very Good,J,SI2,7.95,7.99,4.99,9.421
23730,Ideal,D,SI1,4.42,4.46,2.73,6.572
23731,Very Good,D,SI1,5.49,5.53,3.43,7.585
23732,Premium,H,SI1,6.16,6.11,3.74,8.128
23733,Ideal,G,VS1,4.32,4.38,2.67,6.261
23734,Ideal,I,VS2,4.92,4.96,3.03,6.617
23735,Premium,E,VS1,5.81,5.78,3.55,7.962
23736,Ideal,G,VVS1,5.8,5.84,3.6,8.132
23737,Very Good,I,SI1,6.56,6.61,3.98,8.359
23738,Premium,E,VS1,4.72,4.75,2.82,6.933
23739,Ideal,E,SI1,6.21,6.23,3.85,8.605
23740,Ideal,J,VVS2,7.7,7.73,4.78,9.36
23741,Very Good,H,VVS1,4.31,4.27,2.72,6.778
23742,Premium,I,VVS2,4.42,4.46,2.71,6.361
23743,Ideal,D,VVS2,4.39,4.43,2.71,6.719
23744,Ideal,H,SI2,6.6,6.66,4.07,8.527
23745,Premium,E,SI1,4.85,4.82,3.0,6.831
23746,Good,I,VS2,5.81,5.78,3.33,7.727
23747,Ideal,G,VS1,6.53,6.56,4.07,8.955
23748,Premium,F,SI1,6.19,6.13,3.8,8.278
23749,Very Good,G,VS2,4.78,4.82,2.87,6.718
23750,Good,E,VS2,7.06,7.12,4.53,9.38
23751,Ideal,F,SI1,5.91,5.94,3.63,7.907
23752,Premium,I,VVS2,4.4,4.38,2.71,6.548
23753,Ideal,D,SI1,6.46,6.48,4.06,8.685
23754,Premium,E,SI1,4.43,4.38,2.73,6.436
23755,Very Good,F,VS1,4.04,4.06,2.42,5.996
23756,Good,D,VVS2,4.74,4.77,2.89,6.985
23757,Premium,E,SI1,6.98,7.02,4.26,8.89
23758,Ideal,I,VVS1,4.43,4.45,2.74,6.346
23759,Ideal,E,VS1,4.49,4.45,2.79,6.966
23760,Premium,J,SI1,8.75,8.71,5.21,9.675
23761,Premium,J,SI1,6.0,5.95,3.75,7.745
23762,Ideal,I,VS1,5.85,5.89,3.61,7.893
23763,Ideal,G,VS1,6.92,6.98,4.25,9.118
23764,Premium,F,SI1,5.85,5.81,3.46,7.766
23765,Premium,F,VS2,7.37,7.32,4.49,9.568
23766,Very Good,D,SI1,4.84,4.78,3.05,6.901
23767,Good,E,SI2,5.95,5.99,3.51,7.894
23768,Premium,E,SI2,5.18,5.11,3.07,6.969
23769,Ideal,E,VS1,5.81,5.78,3.56,8.142
23770,Very Good,I,VS2,8.13,8.21,4.86,9.649
23771,Premium,D,SI2,6.64,6.6,4.05,8.568
23772,Very Good,G,SI1,6.87,6.81,4.32,8.854
23773,Ideal,E,VVS1,5.19,5.24,3.22,8.034
23774,Ideal,I,SI2,6.92,6.94,4.28,8.568
23775,Premium,F,SI1,5.76,5.71,3.53,7.76
23776,Very Good,D,VS2,4.07,4.11,2.5,5.989
23777,Ideal,F,VS2,4.61,4.64,2.82,6.632
23778,Ideal,G,VS1,4.36,4.35,2.66,6.512
23779,Premium,F,VS2,6.47,6.42,4.02,8.749
23780,Ideal,G,VVS2,5.17,5.14,3.2,7.607
23781,Very Good,D,VS2,3.86,3.89,2.43,5.892
23782,Very Good,F,SI2,7.25,7.32,4.57,9.057
23783,Ideal,F,VVS2,5.42,5.45,3.38,7.876
23784,Premium,H,VS2,4.29,4.32,2.7,6.192
23785,Premium,G,VVS2,5.82,5.78,3.5,7.951
23786,Premium,D,VS2,5.85,5.89,3.51,8.104
23787,Premium,F,SI1,4.86,4.83,2.97,6.924
23788,Ideal,H,SI2,6.69,6.66,4.1,8.233
23789,Very Good,G,VS2,4.76,4.8,2.93,6.718
23790,Premium,J,SI1,5.65,5.6,3.53,7.52
23791,Premium,H,VS1,4.41,4.37,2.71,6.579
23792,Good,H,I1,5.97,5.86,3.33,7.034
23793,Very Good,H,VS2,7.38,7.32,4.65,9.264
23794,Premium,F,SI1,5.76,5.79,3.48,7.724
23795,Very Good,D,SI1,4.72,4.74,3.03,6.535
23796,Ideal,F,VVS2,6.67,6.58,4.01,9.211
23797,Ideal,G,VS2,4.4,4.39,2.7,6.579
23798,Ideal,E,IF,4.68,4.7,2.88,7.17
23799,Very Good,G,VS1,4.31,4.28,2.72,6.619
23800,Premium,G,VVS2,4.25,4.28,2.64,6.528
23801,Ideal,F,VVS1,5.73,5.77,3.55,8.241
23802,Premium,G,VS2,7.46,7.38,4.65,9.368
23803,Ideal,D,VS2,4.37,4.41,2.72,6.631
23804,Good,E,SI1,6.27,6.19,4.0,8.563
23805,Premium,D,SI2,7.37,7.27,4.43,9.231
23806,Premium,G,VVS2,7.28,7.32,4.58,9.558
23807,Ideal,J,SI1,8.2,8.24,5.18,9.595
23808,Very Good,F,SI1,6.19,6.25,3.87,8.321
23809,Very Good,E,VS2,5.05,5.11,3.14,7.344
23810,Fair,D,SI1,5.62,5.54,3.66,7.768
23811,Premium,D,VVS2,4.9,4.88,2.85,7.049
23812,Ideal,H,VVS2,4.63,4.65,2.85,6.725
23813,Ideal,E,VVS1,4.1,4.07,2.52,6.645
23814,Very Good,E,SI2,5.08,5.13,3.13,7.051
23815,Very Good,J,VS2,6.86,6.92,4.13,8.467
23816,Ideal,F,VVS1,4.26,4.29,2.67,6.753
23817,Premium,D,VS1,4.34,4.36,2.64,6.494
23818,Ideal,E,VVS2,4.95,4.9,3.0,7.196
23819,Very Good,I,VVS2,7.92,7.82,5.0,9.677
23820,Premium,H,VS1,5.49,5.43,3.32,7.773
23821,Very Good,I,VS1,8.14,8.11,4.86,9.745
23822,Very Good,I,SI1,5.1,5.12,3.19,6.992
23823,Very Good,G,VS1,4.65,4.69,2.88,6.608
23824,Ideal,E,VS2,6.56,6.62,3.97,8.918
23825,Premium,F,SI2,7.24,7.2,4.55,9.016
23826,Ideal,D,SI1,5.23,5.19,3.25,7.488
23827,Ideal,G,VS1,7.1,7.14,4.31,9.226
23828,Very Good,I,VS1,5.5,5.53,3.41,7.505
23829,Premium,F,SI1,7.61,7.56,4.73,9.59
23830,Premium,I,SI2,6.91,6.93,4.15,8.515
23831,Ideal,H,VS2,4.36,4.4,2.68,6.229
23832,Very Good,F,VVS1,4.35,4.37,2.67,6.695
23833,Very Good,D,SI1,4.3,4.32,2.61,6.314
23834,Premium,G,VS2,6.97,6.93,4.36,9.118
23835,Premium,G,VS2,4.82,4.77,2.97,6.991
23836,Very Good,J,SI2,5.02,4.96,3.11,6.985
23837,Ideal,J,VS1,4.75,4.78,2.96,6.45
23838,Good,F,VVS1,4.47,4.5,2.7,6.585
23839,Ideal,E,VVS2,5.73,5.8,3.53,8.302
23840,Very Good,F,VS2,4.32,4.34,2.66,6.438
23841,Very Good,D,VVS2,4.39,4.41,2.61,6.578
23842,Good,I,SI2,6.17,6.21,3.76,8.025
23843,Ideal,F,VS2,4.79,4.76,2.95,7.009
23844,Fair,E,SI2,6.33,6.27,4.07,8.233
23845,Ideal,J,SI1,6.7,6.74,4.13,8.551
23846,Premium,I,I1,6.53,6.48,4.02,7.757
23847,Ideal,H,VVS1,4.78,4.74,2.96,7.017
23848,Good,E,SI1,4.72,4.74,3.01,6.558
23849,Premium,D,SI1,4.39,4.34,2.68,6.596
23850,Premium,F,VS2,5.39,5.35,3.26,7.748
23851,Ideal,D,VS1,4.29,4.31,2.63,6.609
23852,Ideal,H,SI1,6.51,6.47,4.07,8.415
23853,Good,H,SI2,6.49,6.58,4.15,8.402
23854,Premium,I,SI1,6.6,6.56,4.09,8.406
23855,Ideal,E,SI1,5.82,5.86,3.63,8.001
23856,Premium,F,SI2,6.57,6.52,4.06,8.446
23857,Ideal,H,VVS1,4.33,4.37,2.66,6.477
23858,Premium,G,SI2,4.4,4.37,2.69,6.26
23859,Very Good,E,SI2,6.48,6.51,3.87,8.371
23860,Premium,G,SI1,4.56,4.53,2.82,6.535
23861,Ideal,I,SI1,5.82,5.86,3.59,7.776
23862,Ideal,H,IF,4.33,4.35,2.69,6.639
23863,Premium,F,SI1,7.41,7.38,4.49,9.364
23864,Ideal,G,IF,7.11,7.15,4.43,9.506
23865,Ideal,E,VS1,5.29,5.34,3.25,7.606
23866,Very Good,G,VVS1,4.02,4.04,2.54,6.263
23867,Premium,D,SI1,4.4,4.36,2.76,6.628
23868,Ideal,F,VS1,4.73,4.76,2.91,6.89
23869,Ideal,G,SI1,4.42,4.38,2.71,6.417
23870,Very Good,G,SI2,5.6,5.64,3.55,7.653
23871,Very Good,F,SI1,6.24,6.17,3.7,8.292
23872,Very Good,E,SI1,4.66,4.69,2.91,6.532
23873,Premium,E,SI1,5.81,5.79,3.46,7.781
23874,Ideal,E,IF,4.68,4.74,2.89,7.246
23875,Ideal,F,VS2,5.3,5.27,3.23,7.507
23876,Very Good,F,SI1,6.48,6.59,3.88,8.6
23877,Ideal,G,SI1,3.97,4.0,2.48,5.897
23878,Very Good,F,SI2,6.44,6.48,3.94,8.324
23879,Very Good,I,VS2,5.97,5.95,3.6,7.869
23880,Ideal,E,VS2,4.32,4.35,2.69,6.489
23881,Ideal,J,VS1,6.81,6.76,4.17,8.547
23882,Ideal,E,VVS2,4.27,4.25,2.64,6.755
23883,Very Good,E,VS2,5.59,5.65,3.53,7.921
23884,Very Good,I,SI1,6.15,6.12,3.88,8.046
23885,Premium,G,SI1,7.43,7.38,4.52,9.441
23886,Premium,G,VS1,4.45,4.39,2.73,6.75
23887,Premium,G,VVS1,4.33,4.36,2.63,6.671
23888,Very Good,D,SI1,6.21,6.24,3.76,8.486
23889,Very Good,F,SI2,4.45,4.47,2.81,6.103
23890,Premium,E,VS1,5.66,5.6,3.5,7.947
23891,Ideal,H,SI1,6.84,6.78,4.18,8.702
23892,Good,G,SI1,7.99,8.09,4.89,9.802
23893,Ideal,E,VVS2,4.46,4.5,2.74,6.702
23894,Ideal,G,SI2,6.19,6.33,3.8,8.37
23895,Good,D,SI2,6.07,6.03,3.85,8.227
23896,Premium,I,VS1,4.4,4.36,2.71,6.474
23897,Ideal,F,SI1,6.56,6.61,4.08,8.668
23898,Premium,H,SI1,6.73,6.61,4.14,8.404
23899,Ideal,F,SI1,5.85,5.91,3.63,8.217
23900,Ideal,G,IF,4.39,4.42,2.7,6.792
23901,Ideal,I,VS1,4.54,4.59,2.78,6.314
23902,Very Good,D,VS1,4.15,4.18,2.5,6.052
23903,Premium,G,VS1,4.87,4.82,3.02,6.938
23904,Ideal,G,SI1,5.05,5.08,3.2,7.158
23905,Ideal,E,VS2,5.26,5.29,3.3,7.506
23906,Ideal,F,SI2,5.97,6.0,3.7,7.849
23907,Very Good,E,VVS2,4.66,4.7,2.91,6.869
23908,Very Good,E,VS2,5.42,5.46,3.23,7.671
23909,Premium,H,SI1,7.0,6.92,4.13,8.669
23910,Ideal,H,SI1,5.74,5.76,3.51,7.819
23911,Ideal,I,SI1,5.12,5.08,3.17,6.985
23912,Premium,J,SI2,8.21,8.18,5.13,9.484
23913,Ideal,G,VS1,7.06,7.02,4.33,9.217
23914,Ideal,E,SI2,4.77,4.81,2.99,6.551
23915,Ideal,I,VS2,7.14,7.15,4.37,8.875
23916,Ideal,G,VS1,5.68,5.73,3.56,7.99
23917,Ideal,F,VVS1,6.82,6.86,4.24,9.442
23918,Very Good,F,VS1,6.9,6.94,4.21,9.238
23919,Very Good,F,VS1,5.69,5.73,3.61,8.034
23920,Ideal,F,VS2,5.72,5.75,3.52,8.027
23921,Ideal,H,VVS2,6.5,6.46,4.02,8.824
23922,Premium,G,VVS1,4.41,4.35,2.62,6.884
23923,Premium,H,SI2,7.1,7.07,4.25,8.714
23924,Good,E,SI2,4.71,4.75,3.0,6.458
23925,Ideal,E,SI2,8.49,8.45,5.25,9.739
23926,Premium,G,VS2,4.34,4.31,2.66,6.548
23927,Premium,I,VS2,8.43,8.39,5.0,9.652
23928,Ideal,H,SI1,6.74,6.7,4.1,8.578
23929,Good,H,VS2,5.51,5.57,3.55,7.667
23930,Ideal,G,VS1,5.69,5.72,3.55,7.814
23931,Fair,H,SI2,7.18,7.13,4.69,8.827
23932,Good,G,SI2,4.76,4.82,2.91,6.51
23933,Ideal,I,VS1,6.86,6.89,4.32,8.763
23934,Good,G,VS2,4.31,4.37,2.74,6.299
23935,Very Good,G,VVS1,4.74,4.78,2.87,7.048
23936,Good,G,VS2,5.34,5.45,3.14,7.504
23937,Very Good,F,SI1,6.5,6.57,4.07,8.516
23938,Premium,F,SI2,5.95,5.91,3.46,7.78
23939,Very Good,I,SI2,7.99,8.05,5.04,9.478
23940,Premium,H,SI2,7.1,7.06,4.32,8.601
23941,Ideal,E,VS2,4.62,4.65,2.87,6.698
23942,Ideal,D,VS1,6.16,6.19,3.85,8.803
23943,Premium,H,VS1,4.37,4.35,2.74,6.579
23944,Ideal,E,VS2,4.82,4.8,2.98,6.931
23945,Ideal,I,SI2,6.92,6.83,4.16,8.527
23946,Very Good,F,VS2,5.39,5.41,3.33,7.487
23947,Very Good,G,VS1,7.33,7.26,4.62,9.533
23948,Premium,E,VS2,7.27,7.2,4.51,9.56
23949,Premium,F,SI1,6.66,6.5,4.06,8.668
23950,Very Good,G,VVS2,5.15,5.19,3.2,7.492
23951,Ideal,E,SI1,4.73,4.75,2.96,6.542
23952,Premium,H,SI1,7.22,7.16,4.35,9.062
23953,Ideal,G,SI2,4.75,4.8,2.94,6.433
23954,Ideal,E,SI1,5.64,5.69,3.55,7.968
23955,Premium,G,VVS2,4.28,4.31,2.67,6.528
23956,Ideal,G,SI2,6.64,6.58,4.14,8.619
23957,Ideal,H,VS2,5.25,5.28,3.26,7.246
23958,Very Good,G,VS1,4.26,4.24,2.68,6.654
23959,Ideal,G,IF,4.37,4.39,2.7,6.77
23960,Premium,E,SI1,4.87,4.82,2.98,6.831
23961,Ideal,E,VS2,4.35,4.32,2.7,6.771
23962,Ideal,J,I1,6.34,6.28,3.89,7.771
23963,Ideal,H,VS2,7.34,7.29,4.56,9.298
23964,Ideal,G,VVS2,4.46,4.42,2.74,6.872
23965,Very Good,E,SI1,6.62,6.65,4.16,8.501
23966,Very Good,G,VS2,4.18,4.22,2.58,6.084
23967,Good,E,VS1,4.49,4.54,2.85,6.497
23968,Fair,E,SI1,6.35,6.24,4.1,8.635
23969,Premium,H,VS1,7.48,7.42,4.6,9.349
23970,Ideal,I,SI2,6.37,6.41,3.99,8.375
23971,Premium,E,SI2,6.89,6.83,4.26,8.512
23972,Ideal,G,VS1,5.82,5.86,3.52,8.154
23973,Premium,E,SI1,5.17,5.09,3.15,7.052
23974,Very Good,D,SI1,7.16,7.25,4.57,9.337
23975,Very Good,D,VVS2,5.34,5.37,3.08,7.931
23976,Ideal,I,SI1,6.93,6.85,4.3,8.639
23977,Premium,G,SI2,5.1,5.03,3.14,6.938
23978,Ideal,I,SI1,4.79,4.82,2.96,6.46
23979,Ideal,I,SI2,6.97,6.88,4.2,8.477
23980,Ideal,G,VS1,4.45,4.47,2.77,6.501
23981,Ideal,E,VVS2,4.43,4.45,2.7,6.73
23982,Very Good,H,VS2,6.91,6.81,4.34,8.674
23983,Premium,E,SI1,5.32,5.29,3.22,7.437
23984,Premium,G,VS1,6.87,6.84,4.0,8.901
23985,Ideal,H,VS1,6.25,6.27,3.81,8.52
23986,Ideal,E,SI1,5.8,5.83,3.62,7.924
23987,Ideal,G,IF,6.44,6.37,4.0,9.025
23988,Premium,D,SI2,6.23,6.19,3.86,8.307
23989,Premium,E,VS2,4.47,4.42,2.75,6.69
23990,Ideal,G,SI1,4.63,4.68,2.86,6.373
23991,Premium,I,SI1,6.39,6.37,3.83,8.263
23992,Very Good,E,SI1,6.11,6.21,3.82,8.329
23993,Good,H,SI1,6.05,6.01,3.87,8.099
23994,Ideal,F,SI1,6.05,6.0,3.74,8.07
23995,Fair,E,VVS1,4.8,4.76,2.58,6.92
23996,Ideal,E,VS2,5.95,5.89,3.67,8.094
23997,Premium,E,VS2,6.14,6.09,3.68,8.244
23998,Premium,F,SI1,5.14,5.1,3.11,7.259
23999,Premium,J,VVS2,6.15,6.08,3.82,8.149
24000,Ideal,E,VS2,4.66,4.61,2.87,6.87
24001,Ideal,D,VS1,4.82,4.78,2.91,6.977
24002,Ideal,F,VVS1,4.74,4.7,2.91,7.277
24003,Ideal,D,SI1,5.13,5.1,3.15,7.411
24004,Very Good,J,SI2,7.26,7.31,4.51,8.787
24005,Ideal,F,SI2,4.41,4.37,2.75,6.292
24006,Ideal,G,VS2,5.14,5.16,3.18,7.279
24007,Very Good,H,SI1,4.58,4.54,2.88,6.528
24008,Premium,D,VS1,6.57,6.49,3.94,9.01
24009,Premium,G,SI2,7.72,7.63,4.76,9.31
24010,Ideal,J,VS2,7.17,7.08,4.43,8.8
24011,Premium,G,SI1,5.94,5.87,3.52,7.803
24012,Ideal,E,SI2,6.2,6.24,3.87,8.297
24013,Ideal,G,IF,4.41,4.46,2.7,6.822
24014,Ideal,I,SI1,6.82,6.86,4.25,8.631
24015,Ideal,J,SI1,8.62,8.76,5.26,9.697
24016,Premium,I,VS2,7.15,7.11,4.28,8.842
24017,Very Good,E,VVS1,4.29,4.32,2.66,6.914
24018,Ideal,F,VS2,4.53,4.55,2.82,6.56
24019,Very Good,G,VVS2,4.93,4.96,3.1,7.103
24020,Fair,G,SI2,6.15,6.04,4.07,7.84
24021,Ideal,G,SI1,6.37,6.34,3.96,8.448
24022,Fair,E,SI1,6.53,6.63,3.78,8.485
24023,Very Good,G,IF,4.41,4.44,2.77,6.8
24024,Very Good,F,VVS2,4.64,4.65,2.87,6.966
24025,Premium,D,SI1,5.67,5.71,3.57,7.936
24026,Good,J,VS1,6.74,6.67,3.88,8.264
24027,Ideal,E,SI1,4.51,4.48,2.73,6.64
24028,Ideal,H,VVS1,4.46,4.5,2.79,6.582
24029,Good,F,SI1,7.57,7.64,4.55,9.487
24030,Premium,J,VS1,7.51,7.4,4.66,8.975
24031,Ideal,F,SI2,6.34,6.27,3.93,8.215
24032,Very Good,E,VS1,4.32,4.37,2.69,6.455
24033,Premium,I,VVS2,4.41,4.44,2.63,6.299
24034,Fair,J,SI1,7.61,7.47,4.66,8.685
24035,Ideal,E,VS2,5.11,5.13,3.18,7.393
24036,Ideal,G,VS2,4.66,4.61,2.82,6.725
24037,Premium,F,VS1,5.32,5.29,3.2,7.513
24038,Ideal,D,SI2,5.81,5.84,3.56,7.897
24039,Very Good,H,VS2,4.81,4.84,2.85,6.603
24040,Premium,G,VS2,6.45,6.42,3.96,8.717
24041,Ideal,G,VS1,4.86,4.84,3.0,6.916
24042,Premium,E,VS1,6.41,6.33,3.9,8.805
24043,Ideal,H,SI1,6.71,6.76,4.2,8.717
24044,Premium,H,SI2,7.0,6.94,4.32,8.726
24045,Ideal,G,IF,4.42,4.47,2.75,6.822
24046,Ideal,G,VVS1,5.71,5.76,3.6,8.088
24047,Ideal,F,VS1,4.73,4.77,2.94,6.915
24048,Good,D,SI1,5.32,5.27,3.38,7.573
24049,Good,J,VS1,4.29,4.34,2.67,6.021
24050,Very Good,H,SI2,6.19,6.12,3.76,8.041
24051,Premium,G,VS2,6.49,6.46,3.99,8.735
24052,Very Good,F,VVS1,4.24,4.27,2.61,6.561
24053,Ideal,E,VS2,4.73,4.72,2.97,6.882
24054,Ideal,G,VS1,4.7,4.75,2.95,6.801
24055,Very Good,D,SI2,6.06,6.11,3.9,8.24
24056,Ideal,J,VS2,5.85,5.88,3.62,7.614
24057,Fair,F,SI2,5.07,5.04,3.09,7.053
24058,Ideal,H,SI1,4.29,4.26,2.69,6.292
24059,Ideal,F,VVS2,5.24,5.26,3.26,7.687
24060,Very Good,D,SI1,6.39,6.32,4.01,8.62
24061,Ideal,F,VS2,4.37,4.33,2.71,6.687
24062,Premium,G,VS2,5.66,5.63,3.49,7.816
24063,Premium,G,SI1,6.53,6.5,4.01,8.497
24064,Ideal,D,SI2,7.45,7.58,4.71,9.319
24065,Ideal,E,VVS1,4.19,4.23,2.61,6.471
24066,Good,G,VS2,4.28,4.27,2.73,6.515
24067,Premium,E,IF,4.29,4.33,2.63,6.933
24068,Premium,E,VVS1,4.04,4.02,2.36,6.522
24069,Very Good,H,SI1,7.24,7.3,4.47,9.081
24070,Ideal,E,VS2,5.93,5.9,3.56,8.068
24071,Ideal,G,VS2,4.4,4.37,2.71,6.579
24072,Premium,J,VS2,5.77,5.67,3.53,7.622
24073,Ideal,H,SI2,8.05,8.0,5.03,9.667
24074,Premium,H,SI2,6.11,6.03,3.79,8.041
24075,Ideal,E,SI1,5.35,5.31,3.3,7.722
24076,Very Good,E,SI1,6.21,6.25,3.91,8.458
24077,Premium,H,VVS2,4.39,4.37,2.68,6.687
24078,Ideal,G,VVS1,6.58,6.63,3.97,9.062
24079,Premium,E,VS2,4.68,4.6,2.75,6.921
24080,Good,H,SI1,4.31,4.29,2.75,6.256
24081,Good,G,VS1,6.23,6.29,4.03,8.684
24082,Premium,E,VS1,4.76,4.81,2.89,6.959
24083,Ideal,E,VVS1,4.4,4.43,2.73,6.892
24084,Very Good,H,VVS1,5.67,5.69,3.57,7.961
24085,Very Good,D,VVS2,4.79,4.81,3.0,7.056
24086,Premium,E,VS2,5.24,5.21,3.21,7.454
24087,Ideal,I,VVS1,4.07,4.1,2.53,6.043
24088,Ideal,E,VS2,4.54,4.52,2.81,6.892
24089,Premium,F,VS2,4.69,4.65,2.73,6.767
24090,Ideal,F,SI1,4.73,4.69,2.96,6.876
24091,Ideal,J,SI2,6.49,6.43,3.98,7.867
24092,Ideal,G,SI1,5.88,5.84,3.68,7.857
24093,Very Good,E,VS2,6.18,6.2,3.81,8.481
24094,Ideal,F,VS2,5.15,5.1,3.21,7.536
24095,Fair,G,VS2,5.51,5.54,3.63,7.729
24096,Ideal,G,VS1,6.69,6.66,4.17,8.889
24097,Ideal,I,IF,5.53,5.56,3.44,7.596
24098,Ideal,G,VS2,4.52,4.45,2.82,6.64
24099,Very Good,G,VVS1,4.3,4.4,2.72,6.704
24100,Very Good,I,VVS1,5.95,5.99,3.75,8.144
24101,Very Good,G,VS1,5.7,5.74,3.51,7.919
24102,Ideal,G,IF,4.49,4.53,2.78,6.881
24103,Premium,H,VS2,4.48,4.52,2.72,6.256
24104,Good,E,SI1,4.67,4.72,2.98,6.603
24105,Ideal,E,VS2,5.86,5.84,3.61,8.055
24106,Ideal,H,SI1,6.89,6.85,4.28,8.707
24107,Ideal,I,SI1,6.76,6.71,4.14,8.464
24108,Good,G,VS2,5.1,5.12,3.03,7.138
24109,Premium,G,VVS2,4.42,4.39,2.72,6.872
24110,Premium,H,SI1,6.4,6.35,3.94,8.331
24111,Premium,E,VS2,4.83,4.87,2.9,6.841
24112,Ideal,D,SI1,4.34,4.35,2.65,6.314
24113,Premium,E,SI1,4.83,4.77,3.01,6.9
24114,Very Good,F,VVS2,5.88,5.92,3.7,8.325
24115,Premium,H,SI1,5.28,5.23,3.22,7.159
24116,Ideal,E,VS2,6.45,6.54,4.01,8.927
24117,Ideal,E,VS1,7.32,7.39,4.59,9.736
24118,Ideal,E,VS1,4.26,4.28,2.65,6.542
24119,Premium,G,SI1,6.37,6.34,3.96,8.328
24120,Ideal,F,SI2,7.03,7.0,4.21,8.517
24121,Ideal,G,VS2,4.8,4.82,2.99,6.742
24122,Good,D,SI2,6.62,6.6,3.8,8.271
24123,Ideal,H,SI1,4.31,4.27,2.7,6.324
24124,Very Good,F,SI1,4.52,4.55,2.76,6.312
24125,Very Good,J,VS1,5.19,5.23,3.2,7.009
24126,Very Good,F,VS1,6.76,6.85,4.24,9.211
24127,Ideal,I,SI2,6.51,6.45,4.02,8.176
24128,Good,D,SI1,6.12,6.07,3.89,8.338
24129,Ideal,F,VS1,5.16,5.21,3.23,7.483
24130,Premium,G,SI2,6.42,6.34,3.99,8.204
24131,Premium,F,VS2,6.4,6.33,3.99,8.796
24132,Premium,I,VS1,4.32,4.29,2.71,6.443
24133,Very Good,D,SI2,7.31,7.25,4.6,9.108
24134,Ideal,H,VS2,5.83,5.88,3.57,8.06
24135,Good,F,SI1,6.8,6.71,3.85,8.409
24136,Ideal,G,VS1,5.14,5.17,3.18,7.412
24137,Premium,D,VVS2,6.38,6.35,4.01,9.202
24138,Ideal,F,SI1,5.74,5.7,3.52,7.761
24139,Very Good,F,SI1,7.39,7.46,4.56,9.374
24140,Ideal,E,VVS2,5.39,5.43,3.3,7.83
24141,Very Good,H,SI2,6.53,6.56,4.12,8.394
24142,Premium,F,VS2,5.69,5.63,3.49,7.951
24143,Very Good,G,VS2,5.68,5.73,3.54,7.995
24144,Ideal,E,VS2,5.34,5.38,3.31,7.523
24145,Ideal,H,VS2,6.08,6.12,3.8,8.123
24146,Premium,F,VVS1,4.43,4.4,2.68,7.165
24147,Ideal,F,IF,4.36,4.38,2.71,6.818
24148,Ideal,E,IF,4.38,4.42,2.7,7.215
24149,Ideal,D,SI2,5.78,5.74,3.54,7.876
24150,Premium,G,VS1,4.36,4.31,2.69,6.544
24151,Premium,D,VVS2,4.06,4.04,2.41,6.504
24152,Good,D,VS1,5.01,5.08,3.24,7.439
24153,Ideal,E,VS2,4.32,4.35,2.7,6.522
24154,Premium,H,VS2,6.5,6.48,3.88,8.248
24155,Very Good,F,SI1,7.18,7.27,4.52,9.284
24156,Ideal,I,SI1,8.43,8.39,5.23,9.752
24157,Good,D,SI2,5.42,5.39,3.46,7.251
24158,Premium,H,VVS1,7.4,7.42,4.49,9.411
24159,Premium,H,SI2,6.7,6.64,4.03,8.19
24160,Ideal,G,SI2,6.74,6.7,4.12,8.515
24161,Ideal,I,VS2,4.96,4.9,3.07,6.978
24162,Very Good,H,VS2,4.68,4.7,2.84,6.551
24163,Good,G,VVS1,4.3,4.33,2.74,6.704
24164,Ideal,F,VVS2,5.28,5.31,3.24,7.874
24165,Good,E,SI1,6.36,6.39,4.03,8.575
24166,Ideal,D,SI1,6.57,6.61,4.08,8.721
24167,Premium,H,SI2,6.63,6.58,4.12,8.355
24168,Ideal,H,SI1,7.56,7.51,4.63,9.238
24169,Ideal,F,SI2,8.19,8.12,5.07,9.453
24170,Premium,F,VS2,4.37,4.31,2.69,6.687
24171,Ideal,E,VVS2,5.19,5.15,3.25,7.728
24172,Ideal,G,SI1,6.16,6.2,3.82,8.306
24173,Ideal,G,VS2,6.65,6.68,4.18,8.783
24174,Premium,I,VVS1,4.55,4.58,2.85,6.524
24175,Very Good,I,SI2,7.28,7.21,4.6,8.915
24176,Ideal,F,VVS1,6.93,6.89,4.3,9.449
24177,Ideal,H,VVS2,4.29,4.26,2.66,6.654
24178,Very Good,E,SI2,5.86,5.94,3.76,7.914
24179,Ideal,F,SI2,5.08,5.11,3.16,6.999
24180,Ideal,G,SI1,4.08,4.11,2.54,5.976
24181,Ideal,G,VS1,7.38,7.31,4.54,9.501
24182,Very Good,I,VVS1,5.68,5.72,3.59,7.806
24183,Ideal,F,VS2,7.42,7.31,4.6,9.61
24184,Ideal,F,VS2,6.93,6.96,4.28,9.211
24185,Good,F,SI2,8.69,8.64,5.54,9.836
24186,Fair,F,SI2,4.81,4.72,3.23,6.578
24187,Premium,G,VS2,5.74,5.69,3.59,7.83
24188,Premium,J,SI2,7.0,6.95,4.26,8.545
24189,Premium,E,VS2,5.37,5.32,3.16,7.417
24190,Ideal,D,VS2,5.21,5.25,3.2,7.527
